,FRASE,OBJ/SUBJ
number , " ainda assim , isso me dá esperança de que um dia o desejo pela paz mundial não seja apenas uma frase banal de erros bonitinho e obtusos . " , subjetiva
number , " bem , não realmente , não era nem um filme bom . e ainda assim havia muitos atores legais ( bimembre , carcere ) . " , subjetiva
number , e assim por diante . , subjetiva
number , o roteiro é bem feito e a atuação parece proporcional a isso . , subjetiva
number , " a música é excelente , o ritmo lento excelente , mas para mim desnecessariamente brutal e sangrento . " , subjetiva
number , " uma pessoa legal aqui é o que , que também programa crianças para crianças , ao invés de usurpadoras temos drivers , fases ; " , subjetiva
number , dou uma estrela para os pires e uma linda caixa de armazenamento . , subjetiva
number , este foi o primeiro episódio de estopa que vi e posso dizer que definitivamente não fiquei desapontado . , subjetiva
number , " até a velhinha é excelente , mas mais sua personagem do que a atriz . " , subjetiva
number , o diretor danny steinmann fez a pior parte da série . , subjetiva
number , " eu gosto da cor azul , é meia estrela , tucho não me decepcionou , é uma estrela cheia e os efeitos são outros . não consegui encontrar mais para mim lá . " , subjetiva
number , " mas ele de alguma forma não faz isso muito naturalmente , então eu balanço meus seios na tela , mas apenas nos momentos em que não acho necessário . " , subjetiva
number , " adoro filmes desse tipo , mas a atualidade traz uma tecnologia mais moderna que alguns diretores não conseguem usar . " , subjetiva
number , um exemplo típico de quão perigoso pode ser alguém cuja ação precede o pensamento . , subjetiva
number , um belo conto de fadas moderno que poderia marcar pontos com as crianças de hoje . , subjetiva
number , " gusa van sant estava bem ciente de que ele estava segurando um assunto tão poderoso em sua mão que ele poderia se dar ao luxo de experimentar a forma como quisesse , porque os últimos number minutos vão te deixar de bunda e fazer seu sangue congelar . " , subjetiva
number , " então quem merece o metal é o roteirista , o resto é mais como um ofício bem dominado . " , subjetiva
number , o maior trabalho foi feito no nível da história . , subjetiva
number , " não apenas por crueldade desnecessária , que foi minha primeira apresentação a eles . " , subjetiva
number , " alguns momentos ( ' marca registrada ' saia mesmo levantada acima da ventilação do metrô , referência intertextual ' loira na cozinha ? " , subjetiva
number , " e então esse esporte é apenas um negócio suado sem muita base - ao passo que é uma indústria na qual você pode encontrar muita sabedoria . os demonstra que o que é criado sob suas mãos é sempre espetacular . dizer se é assim que o futebol americano realmente funciona ( ou seja , nos bastidores ) , mas se assim for , a escolha de um ambiente para enfiar muitos pontos instigantes não poderia ser mais original . e nem é preciso dizer essa excelente atuação deve ser adicionada a isso . " , subjetiva
number , " um documento de alta qualidade com alto valor de comunicação , cheio de fotos e fotos de época . " , subjetiva
number , está dizendo que testou ilegalmente uma droga para alzheimer em seu pai ? , subjetiva
number , " no entanto , odeio quando heróis positivos eliminam calmamente centenas de pessoas desnecessárias e especialmente ratos inocentes :-) " , subjetiva
number , " não há um vampiro há muito tempo , e mesmo que ainda haja espaço para melhorias , não tenho problemas significativos com isso , e a esposa de jakob fica na média de mim . " , subjetiva
number , " quando ele descobriu que aquele que o quebrou , e provou sua verdade para ele , não age de acordo com isso ? " , subjetiva
number , " richard carbone estava longe de ser um artista acabado , seus melhores trabalhos ainda estavam por vir . " , subjetiva
number , não se trata de caras durões que competem entre si e são rivais em cada centímetro . , subjetiva
number , " paul oakenfold soa bonito , os filtros amarelados parecem bons para variar e a ação é agradável . " , subjetiva
number , " quero destacar a atuação de legislava chupim e sua esposa de cinema , que não fala muito , mas sua atuação é perfeitamente eloquente . " , subjetiva
number , " em alguns pontos percebi alguma rigidez vaga na apresentação do filme , mas no geral um filme tristemente honesto que poderia ter muitos seguidores . " , subjetiva
number , " depois de um começo sólido , todos são costurados no quartel e isso mata o filme inteiro . " , subjetiva
number , " embora alguns episódios tenham sido mais fracos e o final não tenha evocado nada extra em mim , no geral , polegares para cima e muito altos . " , subjetiva
number , " gunnar ficou muito excitado imediatamente , mas o resto dos quatro o ouviu , mesmo que seu comportamento estivesse errado ( quem corta árvores no meio da noite ? ) . " , subjetiva
number , " no entanto , se a intenção dos criadores era desacreditar david duke ( referindo - se a donald hillary ) , então eles fizeram isso de uma maneira muito sofisticada e o quadro resultante me surpreendeu bastante . " , subjetiva
number , " uma comédia simples que falha a cada episódio e que infelizmente é baseada apenas em tim . aliás , você já viu o rosto do vizinho ? " , subjetiva
number , " estou exagerando um pouco , mas simplesmente gosto muito mais de uma comédia histórica autodepreciativa do que de um drama histórico absurdamente sério que aspira à comédia por engano . " , subjetiva
number , " dou uma estrela porque vi minha região natal ( poeirada , caraná , posto de gasolina sob ferverá ) por cinco minutos e foi o suficiente . " , subjetiva
number , " este filme é uma carícia , aquece o coração e , embora haja algumas cenas cômicas , geralmente decorrentes de mal-entendidos culturais , sociais e principalmente linguísticos , não é bem uma comédia . " , subjetiva
number , dirigido por steven spielberg no verdadeiro sentido da palavra . , subjetiva
number , alguns diálogos são realmente incríveis : o anjo é aerodinamicamente bem number , subjetiva
number , " gran de ficção científica , com sua atmosfera claustrofóbica que lembra ensine ou o primeiro alien . " , subjetiva
number , " postscript one fica completamente deslumbrado quando passa um mês assistindo a filmes fracos e , na melhor das hipóteses , um ou dois filmes acima da média em casa , e depois vai ao cinema para uma explosão . " , subjetiva
number , eu gosto do bull terrier :d , subjetiva
number , guerra dos mundos é uma exibição subliminar primitiva do medo humano do desconhecido . , subjetiva
number , " aos meus olhos , é mais destinado ao espectador que está familiarizado com os problemas do anime , embora na verdade também não seja tão claro . " , subjetiva
number , um filme de ação com o qual me senti realmente relaxado . , subjetiva
number , apo en as um filme feito sob encomenda para o gosto popular . , subjetiva
number , " sim , as linhas individuais também estavam entrelaçadas , mas não era mais assim . tarantino . " , subjetiva
number , " o que foi interessante : number pessoas no salão filmoteca , mesmo no dia dos ingressos com desconto . " , subjetiva
number , " é uma pena , eu não esperava muito , mas infelizmente consegui um pouco . " , subjetiva
number , e eu nem estou falando sobre a espionagem final de um intruso geneticamente modificado através de um buraco do tamanho de uma coroa de cinco . , subjetiva
number , " além do fato de a história ser cheia de clichês e previsível de fato desde o esboço inicial da trama , o que neste caso pouco importa , pois os autores não forçam nenhuma mensagem a ninguém e trabalham com as emoções com muita parcimônia . e sensivelmente , ganhando assim pontos para o bem . " , subjetiva
number , uma tentativa muito ruim de retratar far cry em um filme . , subjetiva
number , " um clássico de ação emocionante com bruce , que às vezes vacila um pouco no roteiro . " , subjetiva
number , " eu estaria disposto a perdoá-lo muito pelo filme , mas não esperava que ele estragasse a história em quadrinhos assim . " , subjetiva
number , " no geral , devo dizer que o filme me decepcionou um pouco . " , subjetiva
number , " o filme é bem filmado e seu ponto forte é toda a narração de longo . a única coisa que estragou minha impressão aqui e ali foram os dois atores principais , porque às vezes eu tinha a sensação de que eles tinham que cair na gargalhada e eu não realmente confie neles em seus papéis . " , subjetiva
number , " sim , tinha que haver algum romance , todos nós sabemos como as mulheres podem virar nosso mundo de cabeça para baixo , especialmente quando você tem uma profissão perigosa . " , subjetiva
number , mas ele apenas se afastou e não deixou nenhum rastro para trás . , subjetiva
number , uma daquelas séries que é uma pena não terem uma sequência e terem sido cortadas cedo demais . , subjetiva
number , que vergonha para o apk cinema service por deixar algo assim nos cinemas ! , subjetiva
number , esse filme me encantou principalmente pela beleza da natureza captada lindamente pela câmera . , subjetiva
number , " if e tabu são , sem dúvida , excelentes atores , mas não havia nada a mais para vender aqui . " , subjetiva
number , " o começo foi promissor , mas o final foi meio estranho . " , subjetiva
number , " de qualquer forma , não foi tão ruim quanto eu temia . " , subjetiva
number , " de qualquer forma , sua melhor mensagem foi ' eu estava batendo ' . " , subjetiva
number , não quero que ela tome as rédeas e lamba todo o creme . , subjetiva
number , " ainda assim , vejo isso como uma tentativa cinematográfica interessante , em vez de outro filme ( completam en te ) estúpido . " , subjetiva
number , " o que ele provavelmente pensa de si mesmo , que ele se tornou um especialista em disfunção sexual através de uma leitura casual de um artigo da vilipendia , que ele provavelmente leu enquanto tomava cocaína . " , subjetiva
number , " talvez eu tivesse dado uma classificação melhor se não tivesse assistido made for love imediatamente depois de assistir a esse filme - um filme semelhante em muitos aspectos , mas muitas classes mais altas . " , subjetiva
number , " o jogo de palha foi muito bom , a ave atacante estava excelentemente colorida . " , subjetiva
number , a série de fantasia mais famosa caiu do topo para o fundo imaginário . , subjetiva
number , " bernard frisson sempre teve sua abordagem típica de atuação para o papel , eu não o conhecia muito , mas gostei do que pude vê-lo . ! " , subjetiva
number , " reinventa en de antem en te , the town também tem bons atores , e affleck também está indo bem como diretor . " , subjetiva
number , " os cavalheiros ingleses toleram com indulgência as travessuras de velhas tolas , são imunes a essas ninharias . " , subjetiva
number , " não quero culpar este filme , mas realmente , fora o efeito , não consegui encontrar nada que valesse a pena . " , subjetiva
number , " aliás , o uv original era um filme de ação favorito da minha infância e ainda gosto de assistir até hoje . " , subjetiva
number , não é tão ruim quanto parece à primeira vista . , subjetiva
number , " simples és me en te um pouco de cada , eureca encontrou um compromisso entre tudo o que pode manter o espectador na cadeira e deixá-lo desfrutar de um excelente espetáculo . conforto puro e simples que é agradável de se ver . " , subjetiva
number , mas o papel de orlando foi terrível . , subjetiva
number , mau it o estúpido e infantil para o meu gosto . , subjetiva
number , há sempre aquele herói com seu próprio poder único . , subjetiva
number , " infeliz en te , tem a desagradável sensação de que o filme se destina exclusivamente às crianças , e os mais velhos deram uma boa cagada em nós e nos chutaram na bunda , o que claro se refletiu , repito novamente , na escolha incompreensível de jogos centrais para mim , que devolvo o filme com uma classificação . " , subjetiva
number , o que não gostei foi o ator dublado . , subjetiva
number , " o papel muito simpático de andreas wilson , algumas passagens são toscas , mas mesmo assim , durante a visualização , não deixei a sensação de um bom desfecho para o personagem principal . " , subjetiva
number , " então pegue isso , se você não achar engraçado assista de novo até começar a rir de orelha a orelha . " , subjetiva
number , " quanto aos atores , acho que pavel travai reik desempenhou seu melhor papel não teatral aqui , mas gostei mais de libou de a fr angorá no conto de fadas prince e vê cérvice . " , subjetiva
number , mas o filme é excelente e erroneamente esquecido . , subjetiva
number , " a realização de escapadas de ' americanização ' , que , ao contrário de todas as anotações , só veremos no final do filme , já funcionou pior para mim e a impressão geral acabou sendo bastante descuidada . " , subjetiva
number , " de és está vez , mais gêneros adolescentes se encontraram no cinema , rindo e fingindo não ter medo nenhum . " , subjetiva
number , " então este é um daqueles filmes que me fizeram pensar : ' para onde vai hollywood ? ! ? ' " , subjetiva
number , " na minha opinião , este filme pouco conhecido não é nada mau . " , subjetiva
number , number ) o fato de a maioria das pessoas gostar do filme não é brincadeira . , subjetiva
number , " bem , acho que posso dizer que é um dos melhores filmes de terror dos anos number e um dos melhores filmes de terror em preto e branco . " , subjetiva
number , " um dia , o agente russo pareado aparece nos eua e começa a contar que um certo espião russo matará o presidente russo durante sua visita aos eua . " , subjetiva
number , um filme muito forte e convincente com a excelente hilary swank . , subjetiva
number , um total de number pessoas morreram no filme * , subjetiva
number , " o primeiro pensamento foi ' wtf ? ' , mas depois deixei descansar por um tempo e tudo se encaixou no lugar . " , subjetiva
number , " me en binas bonitas que têm como modelo angelina jolie , que por sinal ninguém critica porque ela é uma seita . " , subjetiva
number , " dark és te hour é , acima de tudo , uma grande lição de história . " , subjetiva
number , " começa com uma ação confusa e às vezes termina com um corte excessivamente abreviado , mas por que procurar moscas no lockout quando não precisamos esperar muito por um filme bom tão agradável nos cinemas novamente . " , subjetiva
number , " o funeral , a ressurreição , o casamento perfeito entre black mamba e elle driver . mestre vingado , é assim que deve ser . " , subjetiva
number , " é vazio , ilógico , e você não descobrirá o ponto principal do filme até a metade , e se você não descobrir quando descobrir , você vai rir muito . " , subjetiva
number , " os principais atributos são inconsistência , repetição e ingenuidade . " , subjetiva
number , marcus chang e eugenia liu são rostos irreconhecíveis nos papéis principais e ambos definitivamente sabem como criar a ilusão de gelo e fogo . , subjetiva
number , " feliz en te , a cruel visão cibernética de rosenberg ainda não se tornou realidade , mas isso certamente não diminui a qualidade de seu thriller de ficção científica , que brinca com o tema popular , e não apenas dos anos number , da realidade virtual . " , subjetiva
number , " a farsa , que acontece na floresta , onde os condenados correm desesperadamente aqui e ali , eles tentam parecer brutais , mas mesmo uma criança de cinco anos não teria medo deles ! " , subjetiva
number , " embora seja uma cópia americana de heavenly love e não possa ser nem um pouco comparada a ela , mas como mencionei acima , essa foto me pegou . " , subjetiva
number , esse tipo de humor não caiu bem comigo . , subjetiva
number , " eu acho que o filme tem um final ruim após a revelação como hide and seek , onde terminou de forma tão trágica . " , subjetiva
number , tet joga xadrez com besunta e começa a contar a ela uma história sobre o início do mundo dos jogos atual . , subjetiva
number , " a princípio , parecia que a suposição não se cumpriria , mas depois tudo foi andando , o filme dosou piadas que não eram constrangedoras e clichês , com uma cadência como deveria ser . " , subjetiva
number , " e às vezes o faz sem frases falsas e subversivas , mas com bom gosto . " , subjetiva
number , " e o que tirar disso , que se lembrará melhor ? " , subjetiva
number , não consigo imaginar um filme melhor . , subjetiva
number , " devo dizer que é uma série realmente excelente , da qual george clooney se safou não apenas como diretor , mas também como um coronel irritante . " , subjetiva
number , algumas cenas lembram surpreendentemente cenas de nossos clássicos ( o muro do cemitério com a execução de um coelho - o que isso lembra ? ) . , subjetiva
number , " ao mesmo tempo , a ênfase do filme na ação externa distrai dos conflitos internos dos personagens , que sempre foi o tema principal do mestre . " , subjetiva
number , então red é exatamente para você ! , subjetiva
number , " a coreografia certamente não é ruim , é muito bem sucedida , mas infelizmente , como a de inglórios , é benevolente em relação a um conceito realista . " , subjetiva
number , " eu me diverti , e está claro para mim que as atrizes ( és pecam en te cate e sandra ) também se divertiram muito durante as filmagens . " , subjetiva
number , outra vantagem é o sempre grande la . jackson . , subjetiva
number , " infeliz en te , como um filme , é bastante chato . " , subjetiva
number , " bom ou ruim , acho que depende do ponto de vista . " , subjetiva
number , " o espectador deve levar tudo com uma certa reserva e licença da natureza da obra como tal , então é quase impossível falar em soluços . " , subjetiva
number , " engraçado , divertido , contendo declarações que simplesmente tinham que se tornar populares , com um grande elenco e tal representação de corrupção ( ' mr . prince . " , subjetiva
number , " há também citações interessantes , como quando a boca de marvin diz - ' meu pai disse que o melhor era o que escorria pela perna da minha mãe ' " , subjetiva
number , eu nunca diria como karen he emane pode ser um mau dener . , subjetiva
number , " e vai piorar . li o livro inúmeras vezes quando era criança , aproximadamente number number anos atrás , e comparado com o livro , a história foi ligeiramente modificada , veja a perna de boli , arou reik sobrevive ao ataque de pedro , etc . . " , subjetiva
number , o final ( ? ) de toda a série foi muito bom para mim . , subjetiva
number , " a vida é como uma caixa de chocolates , você nunca sabe o que vai provar ! " , subjetiva
number , " então a única coisa que eu não entendi um pouco foi a conclusão completa , mas eu realmente espero que os criadores tenham a oportunidade de explicar isso na próxima série . number " , subjetiva
number , " a cada vez que assisto , gosto mais dessa peça . " , subjetiva
number , " mais uma vez , alguns conhecedores de cinema sofisticados não querem admitir que também eram crianças . " , subjetiva
number , " só a trilha sonora levou à terceira estrela , senão era simples bobagem para uma criança de doze anos , que não tem outra ambição senão entreter seu alvo estreito ( um canguru que rouba dinheiro ) . " , subjetiva
number , " o lado da música não foi tão impressionante como , por exemplo , o comentário de earth e sv frank simplesmente não me encaixou de alguma forma . " , subjetiva
number , " se não for uma paródia , não tenho mais nada a acrescentar . :-) " , subjetiva
number , " mas querida . ) , as tomadas poéticas longas e sem graça ficam irritantes depois de cerca de dez minutos , mas ainda mais irritantes são os diálogos : pergunta-minuto - pausa - ar és posta , provavelmente um filme para espectadores menos exigentes . " , subjetiva
number , " me és amor assim , foi uma surpresa brasileira muito agradável em number . " , subjetiva
number , " roteiro abaixo da média , atmosfera zero , medo e tensão no ponto de congelamento e clichês de gênero onipresentes - se não fosse o nome do diretor , mista teria no máximo cem avaliações dos fãs de terror aqui neste dia . " , subjetiva
number , " e os atores combinam bem , e claire era muito mais simpática para mim do que em ' já ' . " , subjetiva
number , " esquecemos , serão aquelas garrafas plásticas não retornáveis . " , subjetiva
number , " os métodos são diferentes , o resultado desejado é sempre o mesmo . " , subjetiva
number , eu teria recebido uma meia hora extra para que a história pudesse afundar mais no espectador . , subjetiva
number , " apo és ar de ser a estreia de anderson , algumas de suas características típicas ( cor , humor característico , etc . ) já eram visíveis aqui , que ele naturalmente desenvolveu em seus trabalhos posteriores . " , subjetiva
number , " dramatúrgica en te apertado , embora um pouco longo , o filme é apoiado lateralmente por excelentes atores em papéis coadjuvantes ( bryan simpson , william hoje . mac ) . " , subjetiva
number , " e isso é uma pena , porque visualmente e musicalmente , o filme é lindo e às vezes até engraçado . " , subjetiva
number , " putin é carismático , inteligente , inflexível , trabalhador , determinado . " , subjetiva
number , " isso nos mostrará que , segundo os fascistas , nem todos os alemães podem ser julgados igualmente , e que mesmo entre eles há uma pessoa que abrirá mão de toda a sua riqueza para salvar cerca de mil judeus . " , subjetiva
number , " a culpa é da direção da empresa , eu não inventei essas regras . " , subjetiva
number , é assim que o lado sombrio da vida solitária no mar pode parecer . , subjetiva
number , " dada a qualidade do filme , recomendo obter a versão da mais alta qualidade possível . " , subjetiva
number , " uma lenta jornada de sonho na vida de vampiros perdidos no século number , adequada especialmente para niilistas , existencialistas e artistas melancólicos . " , subjetiva
number , " a cena de abertura de tirar o fôlego ( e mais tarde o encerramento repetido ) , quando bill murray é ultrapassado por adrian brody em sua participação , talvez seja para prenunciar a nova direção de laurel anderson . " , subjetiva
number , " acima de tudo , estou muito triste que bach nem tentou mudar um pouco seu roteiro de direção . " , subjetiva
number , esta série é tão grande quanto as duas primeiras séries em que ned martela persegue pablo escobar . , subjetiva
number , " e não gostei do representante da mãe dele , em quem também não acreditei . " , subjetiva
number , " senhor . cona a , extremamente incompetente , quer se fazer visível ? ! " , subjetiva
number , " falta um pouco de perfeição , mas fora isso uma excelente comédia seca , um pouco no estilo dos copas suecos , com mais ação e truques no final - todas as formas tradicionais de alimentadores são viradas de cabeça para baixo aqui , e ainda esta foto funciona bem . " , subjetiva
number , " é uma pilha de retomadas , principalmente envolvendo dragões digitais que não são tanto dragões quanto demônios com asas . " , subjetiva
number , " isso só ajudou o filme , eu pessoalmente amo esses cenários e sua magnificência era impressionante . " , subjetiva
number , foi o suficiente para mim na televisão e me deixou um pouco enojado a noite inteira . , subjetiva
number , " todas as peças pequenas se encaixam gradualmente e sem problemas , e mesmo que não seja um relógio grande , mas um relógio pequeno e modesto , a coisa toda funciona sem soluços . " , subjetiva
number , " apo és ar de o filme se passar em um momento em que os atos mais monstruosos ainda estavam por vir , algumas sequências ainda provocam calafrios na espinha ( a morte de ernst ohm , a suposta má conduta sexual com a sobrinha gelei ou o ardente antissemita expresso durante o discurso . ) " , subjetiva
number , " bem , além disso , algumas das cenas mais animadas se destacam graças ao maior contraste . " , subjetiva
number , number * com orelhas arranhadas e isso até para as fotos finais . , subjetiva
number , " o novo ' reboco ' do diretor brasileiro , que produziu os ousados ​​film és unidade de elite e sua sequência , felizmente não é um adaptação desnecessário , mas infelizmente não tem nada nele para poder ficar na memória do espectador e ficar lá por um tempo . " , subjetiva
number , " além disso , a valsa favorita de tarantino é terrivelmente exagerada na minha opinião . " , subjetiva
number , " tinha que vir , senão não seria hollywood . " , subjetiva
number , " então , literalmente , tivemos uma agradável surpresa da netflix . " , subjetiva
number , " mas uma mutação genética parece muito mais crível para mim do que este ' laboratório de ciências ' comum . " , subjetiva
number , eu simplesmente não pude resistir ao seu carisma ( se ele realmente fosse assim na realidade é outra questão ) . , subjetiva
number , " até aqui , o filme ainda era suportável , mas aí começam as típicas cenas românticas clichês , de mãos dadas , carinhos , carinhos constantes ( por que ele apresenta a garota para sua família depois de cerca de number dias de namoro , se comportando como se quisesse estar com ela para o resto de sua vida ? ) . " , subjetiva
number , " mas o que eu provavelmente ( não sei mais ) não me incomodou tanto no primeiro , que me atingiu nos olhos no segundo - as lutas . " , subjetiva
number , fiz o jantar e vou ver um filme . , subjetiva
number , " de alta qualidade e perfeito do master , deve ser deixado . " , subjetiva
number , o grande potencial do filme de animação foi diluído para fazer toda a família se divertir ( e bastante ) . , subjetiva
number , " basta adicionar um acompanhamento musical adequado , um final ainda mais sangrento e estava pintado . " , subjetiva
number , só . a menos que eu não tenha um . , subjetiva
number , " o documentário em si não é exceção e não se pode negar que foi uma passagem agradável e casual de quase uma hora na presença do protagonista , que nos mostrou os lugares favoritos de sua região natal , de onde se inspira tanto para canções e seus desenhos . " , subjetiva
number , uma boa série que perdeu o charme com o tempo . , subjetiva
number , eu gostei de como a debilitação nunca termina e continua aumentando . , subjetiva
number , algumas histórias sentimentais contra o pano de fundo do dia de ano novo com muitas estrelas de cinema . , subjetiva
number , " só criticaria exemplos de baixíssima qualidade , preto e branco de filmes coloridos , curtos de materiais indisponíveis . " , subjetiva
number , " na verdade , é uma história tão comum . " , subjetiva
number , " recebi um pouco menos do que esperava , mas ainda significa ' mau it o ' . " , subjetiva
number , " realm en te uma grande decepção , a única coisa interessante sobre o filme foi o final , que durou cerca de number minutos ? " , subjetiva
number , lembrou - me de tarzan em grande estilo . , subjetiva
number , " mas como essas são todas as piadas das quais eu ri pela última vez na number terceira série do ensino fundamental , está errado . " , subjetiva
number , eu vou facilmente morder o subtexto moral em conexão com a crítica da sociedade contemporânea . , subjetiva
number , " o conto de fadas não economiza em motivos clássicos e , como uma história de amor além-túmulo e amizade fiel , definitivamente vale a pena prestar atenção , para que uma classificação mais alta possa ser considerada . " , subjetiva
number , todas as maldições podem ser levantadas com o feitiço do amor verdadeiro . , subjetiva
number , a maneira de trabalhar de boland corresponde exatamente a como os soldados são tratados na praia : as guerras não são vencidas pela evacuação . , subjetiva
number , " no final , apenas number minutos é um pouco demais , porque às vezes não é tão interessante . " , subjetiva
number , " pepita azula ( yuri ) era uma garota bonita , ela também aparece nua em algumas cenas , mas suas duas amigas sentem principalmente o estupro . " , subjetiva
number , " não me arrependo de um único minuto gasto com este filme , embora eu tenha pensado em tentar apenas para curtir emilia em outro lugar que não got . " , subjetiva
number , " eu poderia dizer , ele está cheio de energia . " , subjetiva
number , " não importa quem eles queriam ser - estudantes , diplomatas , espiões , traidores . amigos vão ficar na sua cabeça , que estavam ligados por mais do que apenas um laço comum . " , subjetiva
number , " uma comédia fácil de assistir , você sabe de antemão como vai terminar , mas ainda assiste até o final :) " , subjetiva
number , " eu teria que chamar forrest gump assim também , porque ambos passam cerca de meia hora no campo de batalha ( vietnã ) . " , subjetiva
number , " o filme trata o material com total fidelidade , então espere uma queda acentuada de humor após os créditos finais . " , subjetiva
number , e quantos anos é uma vida ? , subjetiva
number , " no entanto , isso tem o custo de maison ser apenas uma concha vazia na qual qualquer um pode se projetar para fazer o filme se encaixar . " , subjetiva
number , " não era como o primeiro departamento , mas um pouco diferente :-) mas ele não jogou nenhum mistério e investigações incógnitas . foi assim . " , subjetiva
number , " anicha shakespeare foi talvez a única que levou a ' comédia ' a sério ( mas apenas em algumas cenas ) , ela não se deixou contar e fingiu ser engraçada . " , subjetiva
number , um dia terá de ser apresentada como a história da nação . , subjetiva
number , " era áspero , mas não muito - era preciso , justo e propositalmente brega , instigante . " , subjetiva
number , " em termos de conteúdo , no entanto , é um pouco mais fraco , vários buracos lógicos importantes ou menos importantes aparecem no decorrer do filme , e o final não consegue realmente surpreender o espectador . " , subjetiva
number , " a música que estava sendo cantada era tão nojenta para mim ( simples és me en te não se encaixava lá , ponto final ) . " , subjetiva
number , " todo negro fala sobre a vida no brooklyn , então é mais um documentário . " , subjetiva
number , " um pouco deprimente , embora imaginativo , e um pouco chato . " , subjetiva
number , " mais como nada do que demais , mas por outro lado , não foi possível tirar muito dessa ideia ! " , subjetiva
number , essa máscara esconde mais do que carne . , subjetiva
number , só tinha um defeito . não pude estar lá :-) , subjetiva
number , " um vínculo extraordinariamente forte se desenvolve entre ele e o agente mencionado , e ele lida com sua vida privada coroada por uma gravidez não planejada . " , subjetiva
number , este episódio ignora os dois e volta dez anos atrás do um . , subjetiva
number , acho que jackson ficou com ela o máximo possível . , subjetiva
number , minhas reservas sobre os filmes do autor estão confirmadas . , subjetiva
number , " a única coisa que vale a pena mencionar em todo o filme é o final , mas o resto é uma merda . " , subjetiva
number , " na era dos grandes filmes , ou seja , na década de number e na primeira metade da década de number , não havia apenas grandes filmes bíblicos , mas também na itália , e um deles é davi e golias . " , subjetiva
number , " de fato , um escritor antes dele , que tinha a mesma tarefa em mãos , perdeu a vida . " , subjetiva
number , " por um lado , o conto de fadas não carece de paisagens honestas de uma casa de campo , prados de verão e florestas - ou seja , exceto pelos efeitos digitais ruins e pela música de sintetizador ainda mais terrível de ko-koko afã , ​​a pior parte é o enredo muito estranho . " , subjetiva
number , " eu amo comédias estúpidas , mas é estúpida e estúpida " , subjetiva
number , " gosto da crueza com que o senhor . michael nos serviu a triste verdade de que somos todos porcos e canalhas , dispostos a fazer absolutamente qualquer coisa em nome da propriedade . " , subjetiva
number , mas esses medos desaparecem imediatamente depois de assistir ao filme . , subjetiva
number , o único problema é que ele mesmo está testando e que ninguém além dele sabe que é pesquisa . , subjetiva
number , " e reparem como estão felizes todas aquelas pessoas , cheias de sorrisos e puro otimismo ; " , subjetiva
number , " um coração muito menor que o primeiro cesta , e a campanha ecológica é realmente irritante . " , subjetiva
number , " não havia muito o que jogar aqui como ator , mas nada deu errado nesse sentido também . " , subjetiva
number , " o perturbado ramon , que há mais de number anos não pode fazer nada além de ficar deitado na cama , tem uma visão clara dessa questão e que tem . " , subjetiva
number , emir e seus comparsas tornaram-se queridos ao meu coração . , subjetiva
number , " ao mesmo tempo , gosto bastante desse mito ( quero redesenhar a estátua de leônidas em atenas permanentemente nas costas ;) ) , gostaria apenas de um tratamento não-comix - talvez apenas um drama conversacional - psicologia , a busca por ' espartanas ' , partidos não tão fortemente polarizados , desmistificação . " , subjetiva
number , " a lógica foi , portanto , perdida entre o assunto original e o roteiro ruim . " , subjetiva
number , recome en do a todos os fãs de conspirações arrepiantes para quem o ritmo não é prioridade . , subjetiva
number , o que é um filme de terror que não consegue evocar qualquer emoção ? , subjetiva
number , " se não fosse por esse colossal clímax demente , seria sem dúvida uma obra-prima ocidental . " , subjetiva
number , eu não gosto muito dos personagens principais e eles são tão indulgentes . , subjetiva
number , " estruge perdeu , mas a luta foi ótima ! " , subjetiva
number , " por exemplo . eu realmente não gosto de rebel wilson , e este filme foi o primeiro filme com ela que eu já vi , porque ela costuma atuar em comédias estúpidas e desinteressantes , mas aqui ela desempenhou um papel tão fanático que quando ela disse algo isso deveria ser engraçado , foi muito engraçado , e ainda mais personagens . " , subjetiva
number , " sony de ar me decepcionou totalmente , number horas de tédio e no final foi tipo o que , o oponente final ? " , subjetiva
number , aprecio cada vez mais a ausência de caricaturas e reviravoltas baratas e chocantes . , subjetiva
number , " mais ou menos a mesma demência de olhar para os logos antes de um filme e depois julgar pelo estilo que definitivamente vai ser uma merda . bem , esses obviamente estão entre nós . " , subjetiva
number , a grandiosidade de todo o projeto reside justamente no fato de tudo parecer um típico filme de hollywood sobre um herói excêntrico que no final conquista a garota e o reconhecimento de seu entorno . , subjetiva
number , " o espectador , portanto , assiste a cenas montadas artificialmente nas quais nada de interessante acontece . " , subjetiva
number , " eu estava realmente com muito medo :) bem feito , lindamente filmado . " , subjetiva
number , mamilo animado entre black and black darkness e medieval of darkness . , subjetiva
number , " depois do documentário filmado ' o assassinato de henrique iv ' , outro filme histórico semelhante que mapeou os últimos dias da vida do rei e sua esposa antonieta . provavelmente um caos para historiadores profissionais , mas para os não iniciados , as circunstâncias que cercaram a execução deste monarca são bem e compreensivelmente apresentados . " , subjetiva
number , e as morenas são mais bonitas que as loiras de qualquer maneira . , subjetiva
number , " claro , o filme apareceu em horário nobre no natal em čt2 ​​2009 . " , subjetiva
number , " no entanto , a falta de carisma em todos os outros personagens não equilibrou . _ _ _ _ _ " , subjetiva
number , um filme muito interessante e filmado de forma única sobre suicídio . , subjetiva
number , e aquele quando ele se junta a eric . , subjetiva
