,Unnamed: 0,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
1241,1241,0,gostei vídeo username url desmontando notebook dell vostro number,,,,,,,,,,,,,objetiva
1242,1242,0,dia consumidor number notebook dell inspiron i14 number a30 ar number url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1243,1243,0,quer desconto hoje ganha super desconto confira url url,,,,,,,,,,,,,objetiva
1244,1244,0,notebook dell pronta entrega todo brasil informações via whatsappp magazines url,,,,,,,,,,,,,objetiva
1245,1245,0,username cal publicar aviso ingressa aqui url notebook dell xps l502x,,,,,,,,,,,,,objetiva
1246,1246,0,username opa vem url amanhã surpresa,,,,,,,,,,,,,objetiva
1247,1247,0,precisava tanto ajuda to cola duvida notebook dell asus emoticon,,,,,,,,,,,,,objetiva
1248,1248,0,username compraria number dell confio muita cce menos notebook,,,,,,,,,,,,,objetiva
1249,1249,0,vendo carregador notebook dell pode usado qualquer outro notebook informações privado url,,,,,,,,,,,,,objetiva
1250,1250,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1251,1251,1,vejo hora chegar notebook fantástico username direto username,,,,,,,,,,,,,subjetiva
1252,1252,0,marca notebook virgem dell,,,,,,,,,,,,,objetiva
1253,1253,-1,hashtag ainda consigo navegar internet notebook username username atualização drivers troca placa resolveu problema,,,,,,,,,,,,,subjetiva
1254,1254,0,difícil escolher notebook comprei sansung durou number ano comprei dell gosto reconhecer microfone externo atende,,,,,,,,,,,,,objetiva
1255,1255,-1,notebook dell consigo desativar microfone interno quero usar fone externo consigo suporte consegue pode,,,,,,,,,,,,,subjetiva
1256,1256,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1257,1257,-1,aguento entrar contato dell brasil resolver problema notebook toda vez dão url,,,,,,,,,,,,,subjetiva
1258,1258,-1,assistência técnica sumiu notebook preciso novo alguém indica marca boa dell apple caro demais mim,,,,,,,,,,,,,subjetiva
1259,1259,0,andei palmas toda acho notebook dell emoticon,,,,,,,,,,,,,objetiva
1260,1260,0,gostaria username entregasse notebook novo logo pois dá,,,,,,,,,,,,,objetiva
1261,1261,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1262,1262,0,notebook dell inspiron number core i3 disco 1tb dvd win number cu sim number ary ver más url,,,,,,,,,,,,,objetiva
1263,1263,0,pessoal amigo vendo notebook dell latitude e6320 configura number gigabytes memória hd number placa intel number number,,,,,,,,,,,,,objetiva
1264,1264,-1,comprar algum computador notebook comprem dell preço alto compensa suporte técnico terrível number reterei number curtiu responder pretextar curtir number,,,,,,,,,,,,,subjetiva
1265,1265,0,notebook inspiron number série number number number dois dispositivos avançados design elegante inspiron number number url,,,,,,,,,,,,,objetiva
1266,1266,0,username olá portarei opa vem url emoticon,,,,,,,,,,,,,objetiva
1267,1267,0,username url … unes,,,,,,,,,,,,,objetiva
1268,1268,0,passei manha sonhando notebook dell olhando site sonhando number pila i7,,,,,,,,,,,,,objetiva
1269,1269,0,notebook dell inspiron number série number ar number number desconto hashtag url,,,,,,,,,,,,,objetiva
1270,1270,1,computador casa faleceu tanta pesquisa comprei notebook dell obrigada todos indicação,,,,,,,,,,,,,subjetiva
1271,1271,0,pensando comprar notebook conversível dell vi,,,,,,,,,,,,,objetiva
1272,1272,0,vi notebook configuração legal dell preço bom vejo processador i5 number 0u,,,,,,,,,,,,,objetiva
1273,1273,0,ai queria notebook dell daqueles number reais,,,,,,,,,,,,,objetiva
1274,1274,0,preciso carregador notebook dell,,,,,,,,,,,,,objetiva
1275,1275,0,notebook dell inspiron number core i3 disco 1tb dvd win number cu sim number emoticon ver más url,,,,,,,,,,,,,objetiva
1276,1276,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1277,1277,0,hashtag vostro number number notebook apua dual core e1 number 0gb now rs number number mar rs number number,,,,,,,,,,,,,objetiva
1278,1278,0,lote notebook dell vostro core number duo latitude core i3 lote notebook usados bom … url,,,,,,,,,,,,,objetiva
1279,1279,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1280,1280,0,confira magazine duram notebook dell inspironintel corei78gb 1tbwindows8 1led14placaví o2gb url … via username,,,,,,,,,,,,,objetiva
1281,1281,0,inspiron number série number notebook barato dell brasil preço baixo compensa,,,,,,,,,,,,,objetiva
1282,1282,1,dell melhor marca notebook,,,,,,,,,,,,,subjetiva
1283,1283,0,gostei vídeo username username url dell inspiron number number notebook boeing hands on review,,,,,,,,,,,,,objetiva
1284,1284,0,preciso notebook novo urgente acho vou apelar dell,,,,,,,,,,,,,objetiva
1285,1285,0,alias próximo notebook dell próximo celular motorola,,,,,,,,,,,,,objetiva
1286,1286,1,próximo notebook vai dell url … porque ó… chances,,,,,,,,,,,,,subjetiva
1287,1287,1,amor primeira vista,,,,,,,,,,,,,subjetiva
1288,1288,0,http emoticon oferta 6fct notebook dell inspiron i14 number a10 intel core i5 4gb 2gb memória dedicada 1tb led number link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1289,1289,-1,esperando deitado promoção username fechar negócio to vendo notebook hashtag,,,,,,,,,,,,,subjetiva
1290,1290,0,usado ótimo estado notebook dell core i3 venda modelo n4050 sistema opera windows number processador intel i3 url,,,,,,,,,,,,,objetiva
1291,1291,-1,vou comprar notebook hp dell merda ódio fodido dessa empresa filho puta,,,,,,,,,,,,,subjetiva
1292,1292,0,dell lança notebook sistema ubuntu tela 4k brasil url … via username,,,,,,,,,,,,,objetiva
1293,1293,0,migueldorosario opinião melhor opção notebook le novo dell,,,,,,,,,,,,,objetiva
1294,1294,0,dell precision m6600 number notebook i7 number 2ghz 8gb 2x number 0gb fiteiro 2gb url … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1295,1295,0,del number polegadas preço nunca vi url,,,,,,,,,,,,,objetiva
1296,1296,0,notebook dell vostro v14t number a50 notebook dell vostro v14t number a50 perfeito jogos profissionais url,,,,,,,,,,,,,objetiva
1297,1297,-1,programa dell vem instalado notebook fica travando áudio,,,,,,,,,,,,,subjetiva
1298,1298,-1,username monitor notebook dell novo linha clara horizontal,,,,,,,,,,,,,subjetiva
1299,1299,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1300,1300,0,username olá gentiliza opa vem url,,,,,,,,,,,,,objetiva
1301,1301,0,boa noite boa noite queria sabe preço placa mãe notebook dell inspiron number number,,,,,,,,,,,,,objetiva
1302,1302,-1,nãããããããooo dell quero comprar notebook comprei novinho folha fim ano passado,,,,,,,,,,,,,subjetiva
1303,1303,0,dell criada especialmente carregar notebook espero ninguém assalte nessa esperança algum dentro hahaha,,,,,,,,,,,,,objetiva
1304,1304,0,confira magazine duram notebook dell inspiron intelcorei78gb 1tb windows8 1led15 6plví o2gb url … via username,,,,,,,,,,,,,objetiva
1305,1305,0,username veja menor consigo url,,,,,,,,,,,,,objetiva
1306,1306,0,gente notebook hp dell,,,,,,,,,,,,,objetiva
1307,1307,0,sabia símbolo elemento químico lítio li presente bateria notebook dell url,,,,,,,,,,,,,objetiva
1308,1308,0,confira magazine izabelandrade notebook dell url … via username,,,,,,,,,,,,,objetiva
1309,1309,0,number desconto aproveite url,,,,,,,,,,,,,objetiva
1310,1310,0,estranho usar notebook outros saudades dell deveria buscado casa,,,,,,,,,,,,,objetiva
1311,1311,0,username olá portarei opa vem url,,,,,,,,,,,,,objetiva
1312,1312,0,desculpas entregar dell inspiro intel core i5 8gb ram 1tb hd tudo agora url,,,,,,,,,,,,,objetiva
1313,1313,-1,aparentemente notebook dell poucos simplesmente funcionam con microsoft wireless display cable,,,,,,,,,,,,,subjetiva
1314,1314,1,melhor desse notebook dell liga desliga rápido s2,,,,,,,,,,,,,subjetiva
1315,1315,0,username vou pagar consertar notebook poderia comprado dell,,,,,,,,,,,,,objetiva
1316,1316,0,quero trocar notebook quero novo apple hp dell sony emoticon,,,,,,,,,,,,,objetiva
1317,1317,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1318,1318,0,username olá portarei olha valor consigo url url,,,,,,,,,,,,,objetiva
1319,1319,0,suporte dell,,,,,,,,,,,,,objetiva
1320,1320,0,notebook dell notebook dell i3 inspiron seminovo ótimo estado completo detalhes anúncio tipo notebook url,,,,,,,,,,,,,objetiva
1321,1321,0,hashtag dell inspiron e1705 notebook user manual tb006500570003 url,,,,,,,,,,,,,objetiva
1322,1322,0,pague ar number number vista preventa concedido number terceiro passo compra url,,,,,,,,,,,,,objetiva
1323,1323,1,notebook dell pai trava rápido caralho,,,,,,,,,,,,,subjetiva
1324,1324,1,finalmente notebook funcionando novamente bom dell merece falo todo serviço url,,,,,,,,,,,,,subjetiva
1325,1325,-1,comprei notebook dell vale ligo assistência mando email retornam falando alertalos,,,,,,,,,,,,,subjetiva
1326,1326,0,gostei vídeo username username url análise notebook híbrido dell inspiron number series number,,,,,,,,,,,,,objetiva
1327,1327,0,notebook touch dell inspiron number number a30 notebook touch dell inspiron number number a30 i7 8gb hd 1tb placa vide url,,,,,,,,,,,,,objetiva
1328,1328,0,olha notebook ideal trabalhar assistir filmes ouvir musicas compre aqui url,,,,,,,,,,,,,objetiva
1329,1329,0,ainda acha notebook dell 1tb hd 4gb ram placa vídeo geradores 2gb simples number number reaaalllsss,,,,,,,,,,,,,objetiva
1330,1330,0,dica compra notebook dell inspiron i14 number a10 ar number url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1331,1331,0,dicas evitar superaquecimento notebook dell url ver conteúdo multimídia,,,,,,,,,,,,,objetiva
1332,1332,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1333,1333,-1,notebook bosta username,,,,,,,,,,,,,subjetiva
1334,1334,-1,sobre touch mouse novo notebook dell to achando droga custo benefício posso reclamar acho emoticon,,,,,,,,,,,,,subjetiva
1335,1335,0,username única coisa uns notebook abrir macbook dell,,,,,,,,,,,,,objetiva
1336,1336,0,dell inspiron notebook number ordenador url …,,,,,,,,,,,,,objetiva
1337,1337,0,adicionei vídeo playlist username url … mochila dell notebook number number,,,,,,,,,,,,,objetiva
1338,1338,0,galera vendendo notebook segue descrição,,,,,,,,,,,,,objetiva
1339,1339,1,vai toma cu notebook dell bom,,,,,,,,,,,,,subjetiva
1340,1340,0,notebook dell vostro v14t number a50,,,,,,,,,,,,,objetiva
1341,1341,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1342,1342,0,cardadores malos notebook acer asus dell hp la en ovo sony samsung toshiba bell mac link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1343,1343,0,aniversário setembro pode começar parcelar notebook dell dar,,,,,,,,,,,,,objetiva
1344,1344,0,dell vostro number number notebook apua dual core e1 4gb number 0gb ubuntu rs number number,,,,,,,,,,,,,objetiva
1345,1345,0,transformando computador antigo computador gamer pouco tempo comprei notebook novo dell vostro number talvez url,,,,,,,,,,,,,objetiva
1346,1346,1,pai deu notebook dell tão lindo chorando sangue emoticon,,,,,,,,,,,,,subjetiva
1347,1347,0,vi televisão notebook dell dobra todinho i5 touch etc custa number barato smartphones tão caros,,,,,,,,,,,,,objetiva
1348,1348,0,notebook dell e6220 core i5 4gb ram number gigabytes disco estado number number pedidos whatsapp number,,,,,,,,,,,,,objetiva
1349,1349,0,últimos artículos comprados equickpack new notebook lithium battery dell inspiron n4010 n4010d n5010 n5110 n7010,,,,,,,,,,,,,objetiva
1350,1350,-1,dá comprar outro notebook novo valor deste reparo dell,,,,,,,,,,,,,subjetiva
1351,1351,-1,notebook username prepare máquina fizer number anos dell vira costas resta jogar hashtag,,,,,,,,,,,,,subjetiva
1352,1352,0,notebook dell inspiron i14 number a30 intel core i7 8gb 2gb memória dedicada 1tb led hd number touchscreen url,,,,,,,,,,,,,objetiva
1353,1353,-1,dell manda dois demais dia acho sabem notebook funcionando tão tentando vender outro,,,,,,,,,,,,,subjetiva
1354,1354,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1355,1355,0,veja resolver notebook retornar hibernação suspensão url ver foto,,,,,,,,,,,,,objetiva
1356,1356,0,ar number number notebook dell intel core i5 4gb 1tb submarino use cupom afundo url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1357,1357,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1358,1358,0,notebook ultrafino dell vostro v14t number a20 intel core i5 4gb 2gb memória dedicada geforce nvidia number 0m url,,,,,,,,,,,,,objetiva
1359,1359,0,notebook dell inspiron ar number number vista url …,,,,,,,,,,,,,objetiva
1360,1360,1,username number dias úteis técnico veio casa realizou reparo notebook parabéns dell emoticon,,,,,,,,,,,,,subjetiva
1361,1361,0,hashtag hashtag inspiron number série number dois tempo url,,,,,,,,,,,,,objetiva
1362,1362,0,compra casada magazine luiza compre notebook leve livro turminha url …,,,,,,,,,,,,,objetiva
1363,1363,-2,suporte dell entrou notebook resolver uns problemas agora deixaram som algum d queridos,,,,,,,,,,,,,subjetiva
1364,1364,0,notebook dell inspiron i14 number a40 intel core i7 number 6gb 1tb windows number led number placa vídeo 2gb url,,,,,,,,,,,,,objetiva
1365,1365,0,username verdade adicionamos vem incluso item pode ver software és inclusos url,,,,,,,,,,,,,objetiva
1366,1366,0,dica som androidx86 notebook dell inspiron number url …,,,,,,,,,,,,,objetiva
1367,1367,0,vendo notebook dell inspiron number lcd preto number 3gb pentium dual core 4gb ram t4400,,,,,,,,,,,,,objetiva
1368,1368,0,username agora deu consigo ar number number url,,,,,,,,,,,,,objetiva
1369,1369,0,vendo notebook dell inspiron hd number 0gb processador intel core number duo gravador cadê dvd number entradas usb url,,,,,,,,,,,,,objetiva
1370,1370,0,deixe notebook dell ficar bateria centenas modelos fique hashtag link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1371,1371,-1,suporte username ligou pro numero errado pessoa atendeu disse tava ok notebook dell encerrou chamado,,,,,,,,,,,,,subjetiva
1372,1372,0,dica compra notebook dell inspiron i14 number a30 ar number url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1373,1373,0,notebook dell intel core i5 4gb number 0gb tela number nvidia gt740m vostro v14t number a20 ar number number url,,,,,,,,,,,,,objetiva
1374,1374,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1375,1375,0,caralho lenovo ai fera aqui pensando compra notebook ai ai ficar asus dell url,,,,,,,,,,,,,objetiva
1376,1376,0,casa go parca ° ° testando notebook dell inspiro number 5r number url via username,,,,,,,,,,,,,objetiva
1377,1377,0,gostei vídeo username username url casa go parca ° ° testando notebook dell,,,,,,,,,,,,,objetiva
1378,1378,0,gostei vídeo username username url casa go parca ° ° testando notebook dell,,,,,,,,,,,,,objetiva
1379,1379,0,adicionei vídeo playlist username url … dicas resolva todos problema notebook dell vostro,,,,,,,,,,,,,objetiva
1380,1380,0,vendo notebook dell modelo xps l502x,,,,,,,,,,,,,objetiva
1381,1381,0,notebook battery dell kd495 pc764 tc030 td175 latitude d630 url … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1382,1382,0,dell inspiron number number a40 notebook dell inspiron number number a40 intel core i5 8gb hd 1tb placa vídeo number url,,,,,,,,,,,,,objetiva
1383,1383,0,super ofertas notebooks aqui amiga representações url … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1384,1384,-1,quero processar dell tweets sobre horário verão perdidos porque notebook reiniciou,,,,,,,,,,,,,subjetiva
1385,1385,0,compre notebook dell ganhe ar number próxima compra fnac http emoticon kiwi ciados contos number wt number 1ciados contos number wt number hashtag hashtag hashtag,,,,,,,,,,,,,objetiva
1386,1386,0,notebook dell number number reais,,,,,,,,,,,,,objetiva
1387,1387,0,notebook tablet dispositivo conheça dell inspiron number url,,,,,,,,,,,,,objetiva
1388,1388,0,abrir brevistila dell achando ia ver uns notebook i7 ssd motor v8 etc number reais link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1389,1389,0,compre notebook dell ganhe cheque presente ar number fnac url …,,,,,,,,,,,,,objetiva
1390,1390,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1391,1391,1,number meses notebook dell linux nunca vi travar outro note casa recém concertado menos mês travou 3x,,,,,,,,,,,,,subjetiva
1392,1392,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1393,1393,0,username fiz pesquisa rápida achei aqui parece precisa,,,,,,,,,,,,,objetiva
1394,1394,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1395,1395,0,eita vou pedir notebook dell intel i7 number 6gb ram 1tb hd mãe compra,,,,,,,,,,,,,objetiva
1396,1396,0,loja america traz grande promoção notebooks dell,,,,,,,,,,,,,objetiva
1397,1397,0,notebook dell inspiron 4g ram windows number apenas ar number number promoção number hora loja america traz kg url,,,,,,,,,,,,,objetiva
1398,1398,0,gente vendendo notebook dell inspiron n4050 nikon d90 flash sb700 lente number 0mm number lente url,,,,,,,,,,,,,objetiva
1399,1399,0,baixei ar number number url,,,,,,,,,,,,,objetiva
1400,1400,0,vendo notebook dell interessados chama privado,,,,,,,,,,,,,objetiva
1401,1401,0,novo notebook ultrabook dell xps number vejo hora chegar link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1402,1402,0,caralho pai deixou notebook dell cair,,,,,,,,,,,,,objetiva
1403,1403,0,procurando notebook number number tal dell inspiron i13 number a30 number polegadas potente url … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1404,1404,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1405,1405,0,hashtag inspiron number série number frete grátis tempo limitado hashtag url,,,,,,,,,,,,,objetiva
1406,1406,0,cardadores malos notebook acer asus dell hp la en ovo sony samsung toshiba bell mac link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1407,1407,0,dell inspiron intel core i5 4gb 1tb notebook última geração incrível custo benefício ar number number number url,,,,,,,,,,,,,objetiva
1408,1408,0,notebook dell inspiron i14 number a40 intel core i5 8gb 2gb memória dedicada 1tb led number windows number url,,,,,,,,,,,,,objetiva
1409,1409,0,notebook dell inspiron number morado number username url …,,,,,,,,,,,,,objetiva
1410,1410,1,chego uns notebook dell aqui loja deixa boca aberta tão top,,,,,,,,,,,,,subjetiva
1411,1411,1,notebook dell bom gosta jogar fazer edições gráficas resolvi compartilhar url,,,,,,,,,,,,,subjetiva
1412,1412,-1,problema semelhante notebook dell tralha number 0mb drivers rejuvenescimento suporte leitor impressão digital …,,,,,,,,,,,,,subjetiva
1413,1413,0,compre aqui notebook dell ar number number ar number number url …,,,,,,,,,,,,,objetiva
1414,1414,0,ofertas notebooks dell url cupom desconto rca number,,,,,,,,,,,,,objetiva
1415,1415,0,veja dicas configurar nove notebook dell emoticon url ver foto,,,,,,,,,,,,,objetiva
1416,1416,0,dell latitude number notebook pensado mercado educacional url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1417,1417,0,notebook dell inspiron number number a40 notebook dell inspiron number number a40 jogos leves notebook dell inspira url,,,,,,,,,,,,,objetiva
1418,1418,0,tudo sobre bateria notebook dell url ver foto,,,,,,,,,,,,,objetiva
1419,1419,0,aparece dell falam sempre imagino notebook ambulante,,,,,,,,,,,,,objetiva
1420,1420,0,então comprei url …,,,,,,,,,,,,,objetiva
1421,1421,1,notebook dell tão bom dá tanta atualização,,,,,,,,,,,,,subjetiva
1422,1422,0,notebook dell inspiron i14 number a40 intel core i5 8gb 2gb memória dedicada … url hashtag,,,,,,,,,,,,,objetiva
1423,1423,0,notebook dell inspiron number number a30 máquina incrível excelente capacidade armazenamento link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1424,1424,0,alberto mazzaferro adorais cambiar notebook quesito mi lembra monólito adapto url,,,,,,,,,,,,,objetiva
1425,1425,1,oba ganhei notebook novo dell colhoo,,,,,,,,,,,,,subjetiva
1426,1426,0,dica compra notebook dell inspiron i14 number a40 ar number url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1427,1427,0,notebook irei comprar colombo dell 4gb ram 1tb hd,,,,,,,,,,,,,objetiva
1428,1428,0,quer notebook ótimas configurações então aproveite preço desse dell inspiron aqui url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1429,1429,0,hashtag especial hora comprar notebook novo confira aqui url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1430,1430,0,notebook dell inspiron number série number ar number number desconto hashtag url,,,,,,,,,,,,,objetiva
1431,1431,0,hashtag quer notebook dell novinho então corra barato url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1432,1432,-1,notebook number meses hibernando number bateria maldita dell,,,,,,,,,,,,,subjetiva
1433,1433,0,hashtag deem olhadinha nesse notebook separei emoticon url,,,,,,,,,,,,,objetiva
1434,1434,0,notebook dell inspiron number 4r number core i7 6gb ddr3 memória ram number 0gb hd arma en am en to 1gb ati … url,,,,,,,,,,,,,objetiva
1435,1435,-1,paciência dell querendo analisar sistema notebook,,,,,,,,,,,,,subjetiva
1436,1436,0,gostei vídeo username url … offboardcomo ativar placa video dedicada notebook dell,,,,,,,,,,,,,objetiva
1437,1437,0,username to usando notebook d dell,,,,,,,,,,,,,objetiva
1438,1438,0,novo inspiron number number série number number combina avançada performance notebook versatilidade tablet url,,,,,,,,,,,,,objetiva
1439,1439,0,hashtag hashtag notebook dell inspiron core i3 number 5u 4gb 1tb grava dvd leitor cartões hdmi url … ar number number,,,,,,,,,,,,,objetiva
1440,1440,0,especialistas notebook dell hp sony vaio acer referencia nacional especialista notebook url,,,,,,,,,,,,,objetiva
1441,1441,0,poderio tecnológico funcionalidades conheça notebook dell inspiron i14 number a40 link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1442,1442,0,finalmente técnico dell chegou vou notebook novamente hashtag,,,,,,,,,,,,,objetiva
1443,1443,0,tablet notebook aqui tanto faz inspiron number série number virar tela trás url,,,,,,,,,,,,,objetiva
1444,1444,0,blog post dell vostro number notebook apua dual core e1 4gb number 0gb ubuntu 3445e1450 0igu1 grey url,,,,,,,,,,,,,objetiva
1445,1445,0,notebook dell inspiro n4030 processador i3 2gb memória number hd number problema dobradiça foto cuspiu bateria viciada,,,,,,,,,,,,,objetiva
1446,1446,0,procurar preço fonte notebook digitei dell inspiration obrigado ruy carlos siqueira,,,,,,,,,,,,,objetiva
1447,1447,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1448,1448,0,saiba dica,,,,,,,,,,,,,objetiva
1449,1449,0,gente olha ótimo notebook consegui preço especial emoticon url,,,,,,,,,,,,,objetiva
1450,1450,1,engraçado concorrente username username empresa dell venda baterias notebook site fácil assim … vergonha,,,,,,,,,,,,,subjetiva
1451,1451,0,dell lança notebook sistema ubuntu tela 4k brasil,,,,,,,,,,,,,objetiva
1452,1452,1,preciso notebook dell aguento porra samsung,,,,,,,,,,,,,subjetiva
1453,1453,0,alguém precisando notebook bbb bom bonito barato notebook dell core number duo number ghz number ginga ram number url,,,,,,,,,,,,,objetiva
1454,1454,0,hashtag dell inspiron e1405 notebook user manual tb006500570019 url,,,,,,,,,,,,,objetiva
1455,1455,0,chegou notebook novo dell core i5 number ssd 8gb memória,,,,,,,,,,,,,objetiva
1456,1456,0,olha username ultima vez to pedindo notebook inspiron velhinho url …,,,,,,,,,,,,,objetiva
1457,1457,0,entendo mãe quer comprando notebook submarino preço site dell,,,,,,,,,,,,,objetiva
1458,1458,0,notebook dell vostro v14t number a50,,,,,,,,,,,,,objetiva
1459,1459,0,hashtag,,,,,,,,,,,,,objetiva
1460,1460,-1,alguém notebook dell sabe tirar caceta desse brilho adaptável,,,,,,,,,,,,,subjetiva
1461,1461,0,vendo notebook dell comprado number meses pouco usado ótimo estado garantia estendida ate url,,,,,,,,,,,,,objetiva
1462,1462,0,username amiga baixou novo url …,,,,,,,,,,,,,objetiva
1463,1463,0,novo notebook dell ubuntu tela 4k chega brasil url,,,,,,,,,,,,,objetiva
1464,1464,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1465,1465,0,procurando notebook usado revisado,,,,,,,,,,,,,objetiva
1466,1466,0,notebook dell belo design bom acabamento i5 placa vídeo number gigabytes partir ar number url,,,,,,,,,,,,,objetiva
1467,1467,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1468,1468,0,protestar contra capitalismo citando marx fidel ironicamente facebook notebook dell,,,,,,,,,,,,,objetiva
1469,1469,0,notebook dell inspiron i15 number a05 intel core i5 url faça oferta link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1470,1470,0,imperdível notebook dell inspiron number number placa vídeo number gigabytes partir ar number url,,,,,,,,,,,,,objetiva
1471,1471,0,notebook dell inspiron i15 number a10,,,,,,,,,,,,,objetiva
1472,1472,0,venda notebook dell inspiro core i5 4gb hd number win7ultimate placa gráfica,,,,,,,,,,,,,objetiva
1473,1473,0,olha dondoca pereira aba rã to kkk url,,,,,,,,,,,,,objetiva
1474,1474,0,dell lança notebook sistema ubuntu tela 4k brasil url,,,,,,,,,,,,,objetiva
1475,1475,0,quero desse presente habilita emoticon ary url,,,,,,,,,,,,,objetiva
1476,1476,0,dell empresa lança notebook 4k ubuntu dell lança nesta semana novo notebook sistema umbu url,,,,,,,,,,,,,objetiva
1477,1477,0,compila dell empresa lança notebook 4k ubuntu url,,,,,,,,,,,,,objetiva
1478,1478,0,delicia cara hahaha,,,,,,,,,,,,,objetiva
1479,1479,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1480,1480,0,informação abril dell lança notebook sistema ubuntu tela 4k brasil dell lança nesta semana notebook url,,,,,,,,,,,,,objetiva
1481,1481,0,dell lança notebook sistema ubuntu tela 4k brasil dell lança nesta semana notebook sistema url,,,,,,,,,,,,,objetiva
1482,1482,-1,username deixo aqui insatisfação dell técnico fez atendimento garantia notebook número rs number,,,,,,,,,,,,,subjetiva
1483,1483,0,campeiros emoticon tecnologia notebook dell inspiron intel core i5 ar number number url,,,,,,,,,,,,,objetiva
1484,1484,-1,notebook dell number meses uso desligou sozinho coração parou junto,,,,,,,,,,,,,subjetiva
1485,1485,-1,comprei notebook dell entregaram decidi levar antigo conserto economizei ar number number grato ineficiência dell,,,,,,,,,,,,,subjetiva
1486,1486,1,reconhecimento público atendimento dell prestadora aqui excelente menos number dias consertaram tela notebook,,,,,,,,,,,,,subjetiva
1487,1487,-2,maravilha ligar novo suporte técnico dell porque wi fi notebook parou funcionar nada computador acha nada errado,,,,,,,,,,,,,subjetiva
1488,1488,0,dica compra notebook dell inspiron i14 number a30 url link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1489,1489,0,fonte notebook marcas acer asus dell hp produto embalagem lacrada valor ar number number retirar ceifa … link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1490,1490,0,username comprei notebook dell vostro number number windows number agora quero atualizar windows number posso porque hardwares,,,,,,,,,,,,,objetiva
